ID,Name,Grade,Grade text,Generation,Total
58468,العباس بن أحمد النفري,7,مجهول الحال,17,1
58469,محمد بن إبراهيم التستري,7,مجهول الحال,14,1
58470,أحمد بن الحسن الشافعي,7,مجهول الحال,17,1
58471,أبو الحسن بن أحمد,7,مجهول الحال,15,1
58472,داود بن حبيب السينيزي,7,مجهول الحال,14,1
58473,عبد الرحمن بن محمد,7,مجهول الحال,15,1
58474,محمد بن علي النجيرمي,7,مجهول الحال,15,1
58475,خالد بن هانئ الأسدي,7,مجهول الحال,13,1
58476,هانئ الأسدي,7,مجهول الحال,11,1
58477,عمر بن عراك المصري,8,ضعيف الحديث,16,3
58478,محمد بن معمر الجعيفي,7,مجهول الحال,11,1
58479,جعفر بن يزيد السدوسي,7,مجهول الحال,12,1
58480,محمد بن إسحاق الموصلي,6,مقبول,14,3
58482,الفرات بن تمام,7,مجهول الحال,9,2
58483,عبد الكريم بن هشام,7,مجهول الحال,10,2
58484,الحسين بن علي الحبطي,7,مجهول الحال,11,2
58485,الحسن بن محمد الأشعري,7,مجهول الحال,12,6
58486,محمد بن الحسين الأشعري,7,مجهول الحال,10,1
58487,حمزة بن الحسين الأشعري,7,مجهول الحال,10,1
58488,الحسين بن يزيد الأشعري,7,مجهول الحال,8,1
58489,يزيد بن هزاري الأصبهاني,7,مجهول الحال,5,1
58490,أحمد بن عتبة البزار,7,مجهول الحال,10,1
58491,عتبة,7,مجهول الحال,8,1
58492,سليمان بن الحكم العثماني,7,مجهول الحال,6,1
58493,جهيم بن حسان,7,مجهول الحال,5,1
58500,يحيى بن عبد الله اللقيطي,7,مجهول الحال,5,1
58502,أحمد بن أبي أحمد القيسي,7,مجهول الحال,9,1
58503,معاوية,7,مجهول الحال,6,1
58504,عبدة بن رقية الخراساني,7,مجهول الحال,7,1
58505,أبو الحجاج القضاعي,7,مجهول الحال,6,1
58506,عتاب بن مصعب المصيصي,7,مجهول الحال,12,1
58507,عبيد الله بن سلمة المكتب,4,صدوق حسن الحديث,16,3
58508,عبد الله بن عيسى المري,6,مقبول,14,28
58509,عمر بن المؤمل الطرسوسي,7,مجهول الحال,15,2
58510,يوسف بن عمر التجيبي,7,مجهول الحال,16,4
58511,طاهر بن عبد المنعم الحلبي,7,مجهول الحال,16,3
58512,زياد بن يونس اليحصبي,7,مجهول الحال,15,2
58513,موسى بن عبد الرحمن القطان,7,مجهول الحال,12,3
58514,عبد الله بن سهل الأندلسي,7,مجهول الحال,12,2
58515,إسماعيل بن قيس الرعيني,7,مجهول الحال,3,1
58516,عتاب بن هارون الغافقي,4,صدوق حسن الحديث,15,7
58517,عبد الله بن عمرو المكتب,7,مجهول الحال,16,7
58518,يحيى الدهني,7,مجهول الحال,7,1
58519,محمد بن أحمد الفاكهي,4,صدوق حسن الحديث,14,26
58520,عبيد الطفاوي,7,انفرد بتوثيقه ابن حبان,3,1
58521,أبو أمية الحنظلي,7,مجهول الحال,4,1
58522,أحمد بن سنان القلانسي,7,مجهول الحال,12,1
58523,عبد الوهاب الخزاز,7,مجهول الحال,11,1
58524,مسلمة بن ثابت,7,مجهول الحال,10,1
58525,محمد بن محمد الخيشي,7,مجهول الحال,17,2
58526,عمر بن محمد الحضرمي,7,مجهول الحال,18,1
58527,محمد بن يحيى الطرسوسي,7,مجهول الحال,12,2
58528,محمد بن عبد العزيز الغزال,7,مجهول الحال,19,1
58529,سهل بن عبد الله الغازي,6,مقبول,19,24
58530,أحمد بن محمد الأصبهاني,7,مجهول الحال,19,3
58531,محمد بن علي المؤدب,7,مجهول الحال,19,13
58532,محمد بن الحسن القاضي,6,مقبول,19,15
58533,أحمد بن عبد الرحمن الهمذاني,4,صدوق حسن الحديث,19,119
58535,الفضل بن أحمد الأصبهاني,7,مجهول الحال,18,6
58536,سعد بن محمد الأصبهاني,7,مجهول الحال,19,3
58537,عبد الرحمن بن محمد الأصبهاني,7,مجهول الحال,19,18
58538,أحمد بن أحمد العسكري,7,مجهول الحال,19,4
58540,أحمد بن محمد الإستراباذي,7,مجهول الحال,19,17
58541,عمر بن علي المهراني,6,مقبول,16,32
58542,الفضل بن محمد الأصبهاني,7,مجهول الحال,19,13
58543,الحسن بن عمر الجلباتي,7,مجهول الحال,15,3
58544,عمر بن إبراهيم بن النخاس,7,مجهول الحال,13,3
58545,محمد بن يحيى,7,مجهول الحال,11,2
58546,أحمد بن محمد بن جميل,7,مجهول الحال,10,3
58549,وهب اليشكري,7,مجهول الحال,5,1
58550,عبد الله مولى سعد,7,مجهول الحال,3,1
58551,أحمد بن مسبح الجمال,7,مجهول الحال,9,1
58552,عصمة بن عبد الله,7,مجهول الحال,8,5
58553,أحمد بن محمد العطار,7,مجهول الحال,13,5
58554,أبو سعيد البلوي,7,مجهول الحال,4,1
58555,عبد الله بن إسماعيل الصنعاني,7,مجهول الحال,12,1
58556,عبيد بن محمد الصنعاني,9,مجهول,11,3
58557,جعفر بن أحمد البزاز,7,مجهول الحال,12,5
58558,الخليل بن ميمون الكندي,7,مجهول الحال,9,5
58559,أحمد بن الحسن النحوي,7,مجهول الحال,13,3
58560,العباس بن عبيد الله الرهاوي,7,مجهول الحال,13,7
58561,الحسن بن عبد الله الإصطخري,7,مجهول الحال,12,1
58562,عبيد بن هاشم الكرماني,7,مجهول الحال,10,2
58563,أم سليم بنت نافع,7,مجهول الحال,3,1
58564,ريطة بنت هشام,7,مجهول الحال,3,1
58565,شاذان بن ماهان,7,مجهول الحال,11,1
58566,محمد بن عمر الشهرزوري,7,مجهول الحال,10,1
58567,عمر بن الحسن القراطيسي,7,مجهول الحال,13,3
58568,الحسن بن القاسم البجلي,7,مجهول الحال,12,10
58569,عبيد الله بن عبادة الأنصاري,7,مجهول الحال,2,2
58570,محمد بن علي السلمي,7,مجهول الحال,5,2
58571,محمد بن يحيى البصري,7,مجهول الحال,10,3
58572,عبيد الله بن يحيى الرهاوي,7,مجهول الحال,11,5
58573,المختار,7,مجهول الحال,11,2
58575,سعيد بن مطر,7,مجهول الحال,5,1
58576,محمد بن نعم,7,مجهول الحال,10,1
58577,محمد بن عبد الأعلى البهراني,7,مجهول الحال,5,1
58578,عبد الله بن أبي جبير المروزي,7,مجهول الحال,11,1
58579,أبو عبد الرحمن المدائني,9,مجهول,8,1
58580,عبد الرحمن بن سراج الكندي,7,مجهول الحال,13,3
58581,عثمان بن عبد ربه البزاز,7,مجهول الحال,13,1
58582,عبد الله بن إبراهيم الأنصاري,7,مجهول الحال,11,6
58583,طاهر بن محمد الجرجاني,7,مجهول الحال,15,1
58584,شبيب بن إدريس المقلاصي,7,مجهول الحال,12,1
58585,علي بن محمد القصري,7,مجهول الحال,15,21
58586,محمد بن يحيى المروزي,7,مجهول الحال,12,4
58587,محمد بن إبراهيم الجرجاني,7,مجهول الحال,13,4
58588,محمد بن أحمد القومسي,7,مجهول الحال,13,5
58590,محمد بن محمد الجرجاني,7,مجهول الحال,13,1
58591,أحمد بن محمد البكرآباذي,7,مجهول الحال,15,2
58593,محمد بن العباس القطان,7,مجهول الحال,15,1
58594,أحمد بن محمد الملحمي,12,كذاب,13,4
58595,أحمد بن موسى الباغشي,6,مقبول,16,6
58597,عبد الرحمن بن سليمان الجرجاني,7,مجهول الحال,13,6
58598,أحمد بن سلمة الجرجاني,10,متروك الحديث,11,2
58599,الحسين بن الحسن الكندي,7,مجهول الحال,15,8
58600,محمد بن عبد الله القرطبي,3,ثقة,16,46
58601,علي بن عمر بن موسى,7,مجهول الحال,14,5
58602,سعيد بن خمير القرطبي,4,صدوق حسن الحديث,12,16
58603,إبراهيم بن بكر اللخمي,6,مقبول,15,4
58604,محمد بن أحمد المالكي,3,ثقة,14,4
58605,علي بن إبراهيم بن أحمد,3,ثقة,17,26
58606,سعيد بن سيد الحاطبي,7,مجهول الحال,16,12
58607,أحمد بن عمر الفقيه,4,صدوق حسن الحديث,16,16
58608,خلف بن أبي جعفر القرطبي,8,ضعيف الحديث,16,32
58609,عبد الله بن محمد القرطبي,4,صدوق حسن الحديث,15,23
58611,محمد بن زكرياء المقدسي,7,مجهول الحال,14,16
58612,إسماعيل بن محمد الدمشقي,7,مجهول الحال,14,3
58613,عبد الحميد بن أحمد الوراق,3,ثقة,14,24
58614,القاسم بن عسلون الفراء,4,صدوق حسن الحديث,16,86
58615,إبراهيم بن علي التمار,4,صدوق حسن الحديث,14,11
58617,الفضل بن جعفر البصري,7,مجهول الحال,,2
58618,سعيد بن أحمد الفهري,7,مجهول الحال,14,9
58619,عبيد بن محمد القيسي,4,صدوق حسن الحديث,16,47
58621,محمد بن عبد الله,7,مجهول الحال,12,1
58622,محمد بن الحسين السبيعي,7,مجهول الحال,14,32
58623,عبد العزيز بن عبد الرحمن الأندلسي,3,ثقة,16,7
58624,محمد بن أيوب القرشي,7,مجهول الحال,12,4
58626,الوسيم بن أحمد,7,مجهول الحال,16,1
58627,أيوب بن سليمان المعافري,3,ثقة,12,8
58628,علي بن أحمد بن زكير,7,مجهول الحال,15,2
58629,يحيى بن عبد العزيز القرطبي,6,مقبول,12,1
58630,أحمد بن محمد الحلبي,7,مجهول الحال,14,6
58631,محمد بن علي الصيدلاني,7,مجهول الحال,12,1
58632,أحمد بن محمد البرشاني,3,ثقة,17,2
58635,أحمد بن محمد الحضرمي,7,مجهول الحال,14,3
58636,أحمد بن موسى النسائي,7,مجهول الحال,12,1
58637,عبيد الله بن إدريس,7,مجهول الحال,14,2
58638,تليد بن أعين,7,مجهول الحال,8,1
58639,محمد بن أحمد الأندلسي,6,مقبول,12,3
58640,عثمان بن أبي بكر السفاقسي,2,ثقة متقن,17,17
58641,عبد الله بن محمد البزار,7,مجهول الحال,15,6
58642,الحسين بن عثمان الآدمي,7,مجهول الحال,13,2
58643,أبو سليمان الهاشمي,7,مجهول الحال,4,1
58647,عبد الله بن محمد الحرامي,7,مجهول الحال,13,1
58648,الحسن بن غالب,7,مجهول الحال,12,1
58649,محمد بن رشيق السراج,3,ثقة,16,6
58650,عبد الرحمن بن حمزة البلخي,7,مجهول الحال,10,3
58651,عبد الله بن عمر الجوهري,7,مجهول الحال,14,22
58652,يحيى بن يوسف القرطبي,3,ثقة,16,5
58654,محمد بن جعفر بن زريق,7,مجهول الحال,12,2
58655,محمد بن أشتة الأصبهاني,3,ثقة,15,4
58656,عثمان بن جرير الكلابي,3,ثقة,13,1
58657,الحسن بن علي الرافقي,7,مجهول الحال,12,8
58658,الحسين بن جعفر الزيات,7,مجهول الحال,14,24
58659,محمد بن يحيى بن الخراز,3,ثقة,15,14
58660,عبد الرحمن بن أبان القرطبي,7,مجهول الحال,17,3
58661,العباس بن مطروح الأزدي,7,مجهول الحال,14,2
58662,أحمد بن محمد المصري,7,مجهول الحال,15,12
58663,عدسة بن عمرو الطائي,3,ثقة,3,1
58664,علي بن عمر الفرساني,7,مجهول الحال,16,4
58665,محمد بن عمير الخطاب,7,مجهول الحال,14,2
58666,عثمان بن محمد القرشي,7,مجهول الحال,14,1
58667,شيبان بن عبد الله الأصبهاني,7,مجهول الحال,,6
58668,علي بن شجاع البغدادي,7,مجهول الحال,14,1
58669,الحسن بن أبي هلال,7,مجهول الحال,14,1
58670,علي بن إسماعيل الموصلي,7,مجهول الحال,12,1
58671,أحمد بن إبراهيم القرطبي,8,ضعيف الحديث,12,3
58672,محمد بن عبد الله الخولاني,3,ثقة,12,1
58673,محمد بن أصبغ المرادي,7,مجهول الحال,12,1
58675,أحمد بن الحسن السجستاني,7,مجهول الحال,14,1
58676,علي بن جعفر البغدادي,7,مجهول الحال,14,5
58677,عثمان بن محمد,7,مجهول الحال,14,2
58678,أحمد بن جعفر التميمي,7,مجهول الحال,14,1
58679,محمد بن أحمد الأنماطي,7,مجهول الحال,14,1
58680,علي بن العباس البزار,7,مجهول الحال,14,1
58681,محمد بن يوسف,7,مجهول الحال,12,1
58682,بكر بن عبد الرحمن,7,مجهول الحال,14,3
58683,محمد بن عبد الوهاب الإسفرايني,7,مجهول الحال,16,1
58684,إسحاق بن محمد المهدي,7,مجهول الحال,9,1
58686,عبيد الله بن عبد الخالق,7,مجهول الحال,11,2
58687,سدوس بن علقمة,7,مجهول الحال,8,1
58689,إبراهيم بن حميد بن يزيد,7,مجهول الحال,10,1
58690,محمد بن عبد الله الأصبهاني,7,مجهول الحال,16,18
58691,النضر بن محمد البصري,3,ثقة,,1
58692,محمد بن نصر الأصبهاني,7,مجهول الحال,16,19
58693,محمد بن عمروس القرطبي,6,مقبول,16,31
58694,علي بن أحمد الوراق,7,مجهول الحال,15,1
58700,محمد بن عون المروزي,7,مجهول الحال,12,3
58701,العباس بن عزير المروزي,7,مجهول الحال,11,18
58702,محمد بن عبد الرحمن الكوفي,7,مجهول الحال,10,1
58703,عبد الرحمن بن شيبة الكوفي,7,مجهول الحال,9,1
58704,شيبة بن إسحاق الكوفي,7,مجهول الحال,8,1
58705,الحسن بن محمد الباهلي,7,مجهول الحال,13,1
58706,محمد بن الحسين الهمذاني,9,مجهول,12,1
58707,محمد بن عبد الرحمن,9,مجهول,10,1
58708,بكر بن حمزة القاضي,9,مجهول,8,1
58709,بالويه بن محمد المزيناني,6,مقبول,15,1
58710,أحمد بن القاسم المذكر,11,متهم بالوضع,15,1
58711,أحمد بن عبد الرحمن السرخسي,7,مجهول الحال,13,1
58712,محمد بن إبراهيم البكاء,4,صدوق حسن الحديث,15,4
58714,محمد بن علي الذهلي,7,مجهول الحال,15,2
58715,عبد الله بن محمد النيسابوري,7,مجهول الحال,17,3
58716,محمد بن عبد الله السختياني,3,ثقة,15,4
58717,محمد بن أحمد الماليني,9,مجهول,11,1
58718,أبو النضر الأنماطي,7,مجهول الحال,15,1
58719,زياد بن يزيد القصري,9,مجهول,11,2
58720,محمد بن تراس الكوفي,9,مجهول,10,1
58721,محمد بن صالح المعافري,4,صدوق حسن الحديث,16,2
58722,حميد بن الخلال,7,مجهول الحال,11,1
58724,عبدان بن عبد الحليم البيهقي,7,مجهول الحال,12,5
58725,مهدي بن عبد الرحيم المهيني,7,مجهول الحال,12,1
58726,أحمد بن محمد المحمدآباذي,6,مقبول,15,1
58727,الوليد بن سعيد الفسطاطي,7,مجهول الحال,15,3
58728,محمد بن عيسى الأخباري,7,مجهول الحال,13,3
58729,عيسى بن محمد القرشي,7,مجهول الحال,10,3
58730,يونس بن عنبسة,7,مجهول الحال,7,1
58731,الحسين بن محمد,7,مجهول الحال,14,6
58732,يوسف بن بلال,7,مجهول الحال,10,3
58733,البراء بن سعيد الأنصاري,7,مجهول الحال,8,2
58734,سعيد بن سماعة الأنصاري,7,مجهول الحال,7,2
58735,قدامة بن عقيل الغطفاني,7,مجهول الحال,5,2
58736,جميعة بنت ذابل الدوسية,7,مجهول الحال,3,2
58737,أحمد بن يعقوب الأنطاكي,7,مجهول الحال,11,1
58740,أحمد بن محمد السكوني,9,مجهول,10,2
58741,محمد بن الحسين القرشي,7,مجهول الحال,11,1
58742,أحمد بن حبيش الحميري,7,مجهول الحال,10,2
58743,حبيش بن عبد العزيز الحميري,7,مجهول الحال,7,2
58744,عبد العزيز بن عفير الحميري,7,مجهول الحال,5,3
58745,محمد بن أحمد الشعيبي,4,صدوق حسن الحديث,15,6
58746,محمد بن زياد,7,مجهول الحال,7,1
58747,صالح بن أبي أمامة المدني,7,مجهول الحال,3,1
58748,محمد بن يزيد الفارسي,7,مجهول الحال,13,1
58750,محمد بن علي,7,مجهول الحال,12,1
58751,محمد بن أحمد الحاضري,6,مقبول,15,3
58752,عتبة بن خيثمة النيسابوري,4,صدوق فقيه,17,5
58753,فاطمة بنت عبد العزيز,7,مجهول الحال,7,1
58754,عبد العزيز بن المؤمل,7,مجهول الحال,5,1
58755,المؤمل بن جميل,7,مجهول الحال,3,1
58756,يزيد بن يزيد البلوي,11,متهم بالوضع,10,1
58757,محمد بن حرب الرملي,7,مجهول الحال,9,1
58758,محمد بن كرامة المستملي,7,مجهول الحال,11,1
58759,الحسن بن أبي عبد الله الفارسي,7,مجهول الحال,17,15
58763,موسى بن محمد الذهلي,7,مجهول الحال,12,35
58764,سلمة بن يشوع,7,مجهول الحال,7,1
58765,عثمان بن عبدوس الجنزروذي,7,مجهول الحال,17,9
58767,منصور بن جعفر السلمي,7,مجهول الحال,8,3
58768,عبد الحميد بن محمد المقرئ,7,مجهول الحال,18,1
58769,محمد بن أحمد,7,مجهول الحال,13,1
58770,أحمد بن سلمة,7,مجهول الحال,11,1
58771,سلمة بن يحيى,7,مجهول الحال,9,1
58772,يحيى بن سلمة,7,مجهول الحال,7,1
58773,سلمة بن عبد الله,7,مجهول الحال,6,1
58774,عبد الله بن زيد,7,مجهول الحال,5,1
58775,زيد بن خالد,7,مجهول الحال,3,1
58776,خالد بن أبي دجانة,7,مجهول الحال,2,1
58777,عبد الرحمن بن محمد,8,ضعيف الحديث,10,2
58778,علي بن أحمد القادسي,7,مجهول الحال,12,1
58779,أسد بن نوح,7,مجهول الحال,11,1
58781,عثمان بن أبي مسلم,7,مجهول الحال,3,1
58782,محمد بن القاسم المصري,7,مجهول الحال,15,3
58784,الحسن بن أحمد,7,مجهول الحال,12,1
58785,العباس بن أحمد المديني,7,مجهول الحال,14,3
58786,محمد بن يعقوب البيكندي,7,مجهول الحال,14,23
58787,محمد بن عبد الله البخاري,6,مقبول,14,15
58789,نوشتكين بن عبد الله الرضواني,4,صدوق حسن الحديث,22,20
58790,هارون بن أحمد الإستراباذي,3,ثقة,15,15
58792,عبد الرحمن بن عبد الله الجواد,7,مجهول الحال,14,1
58793,محمد بن الحسن الناقد,7,مجهول الحال,16,7
58794,عبد العزيز بن محمد الهروي,3,ثقة,19,45
58795,محمد بن أحمد الطرائقي,4,صدوق حسن الحديث,22,8
58796,المبارك بن أحمد الخباز,4,صدوق حسن الحديث,22,12
58797,سعد الله بن أحمد البغدادي,7,مجهول الحال,22,3
58798,أحمد بن طاهر الميهني,4,صدوق حسن الحديث,22,16
58799,سعد الله بن نصر الدجاجي,3,ثقة,23,21
58800,الحسن بن حماد بن يعلى,7,مجهول الحال,9,2
58802,محمد بن خلف الأنصاري,7,مجهول الحال,12,2
58803,خلف بن رجاء الأنصاري,7,مجهول الحال,11,1
58804,سليمان بن محبوب العباداني,7,مجهول الحال,10,2
58805,عثمان بن عمير الأصبهاني,7,مجهول الحال,11,2
58806,مخشي بن معاوية الباهلي,7,مجهول الحال,9,3
58807,محمد بن عبد الله الهاشمي,7,مجهول الحال,7,2
58808,عبد الرحمن بن أنس,7,مجهول الحال,5,1
58809,يونس بن الحصيب,7,مجهول الحال,4,1
58810,محمد بن أحمد بن زنبور,7,مجهول الحال,12,1
58811,بكر بن يزيد العقيلي,7,مجهول الحال,9,1
58812,عمر بن عمار,7,مجهول الحال,8,1
58813,علي بن الفضل الأهوازي,7,مجهول الحال,13,2
58814,عمر بن إسماعيل الصفار,7,مجهول الحال,13,3
58816,خالد بن الهيثم,7,مجهول الحال,7,2
58817,محمد بن سالم بن عبد الرحمن,7,مجهول الحال,11,2
58818,حمزة بن المطلب الخزاعي,7,مجهول الحال,13,2
58819,جهم بن عمر الضرير,7,مجهول الحال,9,1
58821,ابن أبي غزوان الحمصي,7,مجهول الحال,6,1
58822,يحيى بن جرير,7,مجهول الحال,2,1
58823,بحر بن الحكم الكسائي,9,مجهول,10,1
58825,محمد بن أحمد الضبي,7,مجهول الحال,13,2
58826,محمد بن أحمد الحنائي,6,مقبول,13,7
58827,الحسين بن سيف النخعي,8,ضعيف الحديث,10,1
58830,علي بن عمر التميمي,7,مجهول الحال,12,1
58831,الحسن بن علي الصفار,7,مجهول الحال,9,3
58832,أحمد بن حمدان العائذي,7,مجهول الحال,12,9
58833,الحارث بن بهرام,7,مجهول الحال,10,2
58834,عمر بن زريق الموصلي,7,مجهول الحال,8,2
58835,إبراهيم بن نصر الرازى,7,مجهول الحال,11,3
58837,علي بن إسماعيل الرقي,7,مجهول الحال,12,1
58839,سليمان بن محمد الجنابي,7,مجهول الحال,12,1
58840,أحمد بن أبي عمران الدورقي,7,مجهول الحال,11,1
58841,أبو الحسن البزيعي,7,مجهول الحال,11,1
58842,الصبح بن دينار الموصلي,7,مجهول الحال,10,2
58843,محمد بن خلف بن عبد العزيز,7,مجهول الحال,12,1
58844,أحمد بن حمدويه المروزي,7,مجهول الحال,11,1
58847,يعقوب بن يوسف الخلال,7,مجهول الحال,13,2
58848,عبد الرحمن بن عمر بن شيبة,7,مجهول الحال,7,1
58849,جعفر بن علي الكندي,7,مجهول الحال,12,2
58850,يوسف بن يعقوب التيمي,7,مجهول الحال,12,3
58851,أبو الحسين المديني,9,مجهول,5,1
58852,عمار بن سلام,7,مجهول الحال,9,1
58853,رجاء بن سعيد البزاز,7,مجهول الحال,10,2
58854,أبو الوليد العدني,7,مجهول الحال,7,1
58855,معتمر بن تميم البصري,7,مجهول الحال,7,1
58856,سلام,7,مجهول الحال,4,1
58857,الحسين بن سعيد السلمي,7,مجهول الحال,12,3
58858,الحسن بن محمد,7,مجهول الحال,12,2
58859,الربيع بن سابق,7,مجهول الحال,9,1
58860,ربيعة بن هشام الكناني,7,مجهول الحال,8,1
58861,محمد بن موسى النيسابوري,4,صدوق حسن الحديث,10,1
58862,إسماعيل بن إبراهيم الزعفراني,7,مجهول الحال,10,2
58863,إبراهيم بن غالب الزعفراني,7,مجهول الحال,9,2
58864,عبد الله بن محمد بن أبي مسلم,7,مجهول الحال,12,3
58865,الحسن بن علي المفتحي,7,مجهول الحال,13,1
58867,إسماعيل بن همام البصري,8,ضعيف الحديث,10,2
58868,عمر بن محمد النيسابوري,7,مجهول الحال,14,11
58869,سليمان بن محمد النعماني,7,مجهول الحال,11,1
58870,أحمد بن موسى,7,مجهول الحال,9,3
58872,العباس بن أحمد المستملي,7,مجهول الحال,11,1
58873,عائذ بن عمرو المكتب,7,مجهول الحال,6,1
58875,عبد الواحد بن محمد الكندي,7,مجهول الحال,9,1
58876,محمد بن عبد العزيز الكندي,7,مجهول الحال,9,2
58877,عبد العزيز بن محمد التجيبي,7,مجهول الحال,8,2
58878,محمد بن عبد الرحمن التجيبي,7,مجهول الحال,4,2
58879,المنذر بن سعيد القابوسي,7,مجهول الحال,9,3
58880,منيع بن السري الحراني,7,مجهول الحال,8,1
58881,الحسن بن القاسم التمار,7,مجهول الحال,12,2
58882,علي بن إبراهيم بن معلى,8,ضعيف الحديث,11,2
58883,عمر بن محمد بن عمر,7,مجهول الحال,10,8
58885,أحمد بن محمد النيسابوري,7,مجهول الحال,15,35
58886,محمد بن علي المحاربي,7,مجهول الحال,14,5
58887,عبد الرحمن بن أحمد اليزدي,7,مجهول الحال,15,4
58888,محمد بن أحمد الطوسي,4,صدوق حسن الحديث,17,15
58889,عياش بن يونس الشامي,7,انفرد بتوثيقه ابن حبان,4,1
58890,عقبة بن عبد الرحمن الجعفي,7,مجهول الحال,6,2
58891,مصعب بن شرحبيل,7,مجهول الحال,3,1
58893,عمير بن حاجب السدوسي,7,مجهول الحال,7,1
58894,بن حاجب بن يزيد السدوسي,7,مجهول الحال,3,1
58897,زيد بن بسطام التميمي,7,مجهول الحال,5,1
58898,بسطام بن ضرار التميمي,7,مجهول الحال,3,1
58899,الفضل بن سليمان اليمامي,7,مجهول الحال,6,1
58900,سعيد بن حماد الأنصاري,7,مجهول الحال,9,6
58901,محمد بن أحمد العطار,7,مجهول الحال,15,14
58902,عثمان بن ربيعة الصدائي,7,مجهول الحال,,2
58903,أحمد بن المظفر البكري,7,مجهول الحال,15,11
58905,يحيى بن بحر الكرماني,7,مجهول الحال,10,13
58906,عبد الواحد بن يوسف الخزاعي,7,مجهول الحال,13,1
58907,محمد بن محمد الخزاعي,7,مجهول الحال,13,2
58908,محمد بن مقاتل,7,مجهول الحال,11,1
58909,عبد العزيز بن مسلم,7,مجهول الحال,9,2
58910,سيف بن قيس المروزي,7,مجهول الحال,,1
58912,عبد الملك بن محمد المرواني,7,مجهول الحال,15,4
58913,إبراهيم بن عبد الرحمن,7,مجهول الحال,10,2
58914,يحيى بن أبي يعلى,7,مجهول الحال,4,1
58915,ربيعة بن أوس,7,مجهول الحال,,1
58917,أحمد بن خلف الإسفرائيني,7,مجهول الحال,17,1
58918,محمد بن داود الجوسقاني,7,مجهول الحال,15,7
58919,محمد بن منصور البيهقي,7,مجهول الحال,17,1
58920,محمد بن سهل الأسلمي,7,مجهول الحال,10,1
58921,سهل بن أوس الأسلمي,7,مجهول الحال,8,1
58922,محمد بن عبد الوهاب الأصبهاني,7,مجهول الحال,15,1
58925,أحمد بن محمد الشاذياخي,7,مجهول الحال,17,13
58927,أحمد بن العباس الطبري,7,مجهول الحال,12,3
58928,أم يحيى بن يعلى,7,مجهول الحال,5,1
58929,محمد بن علي الجوهري,7,مجهول الحال,15,6
58930,إسماعيل بن موسى القرشي,7,مجهول الحال,7,23
58931,محمد بن الحسين,7,مجهول الحال,17,5
58932,علي بن الحسين الدامغاني,7,مجهول الحال,16,15
58933,يعقوب بن محمد الفارسي,7,مجهول الحال,9,1
58934,علي بن محمد الحلبي,7,مجهول الحال,13,3
58935,مجاهد بن سليم,7,مجهول الحال,2,1
58936,الحسين بن المسيب النيسابوري,7,مجهول الحال,12,1
58937,أحمد بن جناح الكشاني,7,مجهول الحال,15,1
58938,بشر بن حازم,7,مجهول الحال,8,2
58939,عمران بن يزيد الأنصاري,7,مجهول الحال,5,2
58940,عياض بن عمرو التنعي,7,مجهول الحال,3,1
58941,إسماعيل بن يحيى التنيسي,7,مجهول الحال,12,1
58942,علي بن عبد الله بن حيويه,7,مجهول الحال,14,1
58944,محبوب بن مسعود,7,مجهول الحال,,3
58945,محمد بن محمد الحراني,7,مجهول الحال,13,1
58946,عمير بن عدي المروزي,7,مجهول الحال,,1
58947,عدي بن بحر المروزي,7,مجهول الحال,,1
58948,بحر المروزي,7,مجهول الحال,,1
58949,علي بن الحسن القناد,7,مجهول الحال,12,1
58950,محمد بن الليث السرخسي,7,مجهول الحال,13,1
58951,سعيد بن علي البزار,7,مجهول الحال,,2
58952,عبد الملك بن الأصبغ القرشي,3,ثقة,10,4
58953,علي بن محمد البصري,7,مجهول الحال,15,15
58954,محمد بن مكي,7,مجهول الحال,12,1
58955,جعفر بن الفضيل,7,مجهول الحال,11,1
58956,أحمد بن محمد الأهوازي,7,مجهول الحال,15,1
58957,يعقوب بن محمود المقرئ,7,مجهول الحال,13,1
58958,عبد الرحمن بن محمد الثقفي,7,مجهول الحال,5,1
58959,عبيد الله بن عبد الله البغدادي,4,صدوق حسن الحديث,23,82
58961,أحمد بن علي بن الناعم,6,مقبول,23,8
58962,هبة الله بن أحمد الموصلي,3,ثقة,20,18
58963,لاحق بن علي بن كارة,6,مقبول,23,3
58964,مكرم بن عبد الرحمن,7,مجهول الحال,9,1
58965,محمد بن الحسن بن علي,7,مجهول الحال,12,1
58966,نصر بن أحمد بن محمد المعدل,4,صدوق حسن الحديث,13,2
58968,عبد الله بن حماد,7,مجهول الحال,,1
58969,عبد الله الأنصاري,7,مجهول الحال,,1
58970,محمد بن الحسن الرفاء,7,مجهول الحال,11,1
58971,عبيد بن محمد السرخسي,7,مجهول الحال,13,4
58972,عبد الله بن إبراهيم الداودي,7,مجهول الحال,16,47
58973,علي بن محمد الخرقي,7,مجهول الحال,14,3
58974,محمد بن جبلة السمناني,7,مجهول الحال,13,1
58975,علي بن الحسن السكري,7,مجهول الحال,13,3
58976,محمد بن أحمد بن عبدان,7,مجهول الحال,13,2
58977,إبراهيم بن محمد الفرائضي,7,مجهول الحال,13,4
58978,محمد بن علي المصري,7,مجهول الحال,17,1
58979,محمد بن سعيد النصيبي,7,مجهول الحال,13,2
58980,إسحاق بن إبراهيم بن سفيان,7,مجهول الحال,13,4
58981,إسحاق بن إبراهيم العفصي,7,مجهول الحال,12,3
